original,cpp filter
-0.0206666,-0.197352
-0.0171162,-0.163448
-0.0141757,-0.135368
-0.0117404,-0.112112
-0.00972342,-0.0928518
-0.00805298,-0.0769003
-0.00666951,-0.0636891
-0.00552372,-0.0527476
-0.00457476,-0.0436858
-0.00378884,-0.0361808
-0.00313793,-0.0299651
-0.00259885,-0.0248172
0.0157495,0.150397
0.0130438,0.12456
0.010803,0.103161
0.00894706,0.0854381
0.00740999,0.0707602
0.00613699,0.0586039
0.00508268,0.048536
0.0042095,0.0401977
0.00348632,0.0332919
0.00288739,0.0275725
0.00239135,0.0228357
0.00198052,0.0189126
0.00164028,0.0156635
0.00135848,0.0129726
0.0011251,0.0107439
0.000931814,0.00889817
0.000771733,0.0073695
0.000639152,0.00610345
0.000529348,0.00505491
0.000438409,0.00418649
0.000363092,0.00346727
0.000300714,0.00287161
0.018151,0.173329
0.0150327,0.143552
0.0124502,0.11889
0.0103113,0.0984654
0.00853984,0.0815495
0.00707273,0.0675396
0.00585767,0.0559366
0.00485134,0.0463269
0.0040179,0.0383682
0.00332764,0.0317767
0.00275597,0.0263176
0.00228251,0.0217963
0.00189038,0.0180518
0.00156562,0.0149506
0.00129665,0.0123821
0.00107389,0.0102549
0.000889404,0.00849318
0.000736608,0.00703409
0.000610062,0.00582566
0.000505256,0.00482483
0.000418455,0.00399595
0.000346566,0.00330946
0.000287027,0.00274091
0.000237717,0.00227003
0.000196878,0.00188005
0.000163056,0.00155707
0.000135043,0.00128957
0.000111843,0.00106803
9.26292e-05,0.000884544
7.67159e-05,0.000732583
6.35364e-05,0.000606728
5.26211e-05,0.000502495
4.3581e-05,0.000416168
3.6094e-05,0.000344672
2.98932e-05,0.000285459
2.47577e-05,0.000236418
2.05044e-05,0.000195803
1.69818e-05,0.000162165
1.40644e-05,0.000134305
1.16482e-05,0.000111232
9.6471e-06,9.2123e-05
7.98977e-06,7.62967e-05
6.61716e-06,6.31892e-05
5.48036e-06,5.23336e-05
4.53886e-06,4.33429e-05
3.7591e-06,3.58968e-05
3.1133e-06,2.97298e-05
2.57845e-06,2.46224e-05
2.13548e-06,2.03924e-05
1.76862e-06,1.6889e-05
1.46477e-06,1.39876e-05
1.21313e-06,1.15846e-05
1.00472e-06,9.59438e-06
0.0184741,0.176415
0.0153003,0.146107
0.0126718,0.121007
0.0104948,0.100218
0.00869186,0.0830012
0.00719864,0.0687419
0.00596194,0.0569323
0.0049377,0.0471516
0.00408943,0.0390512
0.0218601,0.208749
0.0181047,0.172887
0.0149944,0.143186
0.0124184,0.118587
0.010285,0.0982141
0.00851805,0.0813414
0.00705468,0.0673673
0.00584272,0.0557938
0.00483896,0.0462087
0.00400765,0.0382702
0.00331915,0.0316956
0.00274894,0.0262504
0.00227668,0.0217407
0.00188556,0.0180057
0.00156162,0.0149124
0.00129334,0.0123505
0.00107115,0.0102288
-0.0164611,-0.157192
-0.0136332,-0.130187
-0.0112911,-0.107822
-0.0093513,-0.0892983
-0.00774478,-0.0739572
-0.00641426,-0.0612517
-0.0237856,-0.227136
-0.0196993,-0.188115
-0.0163151,-0.155797
-0.0135122,-0.129032
-0.0111909,-0.106865
-0.00926831,-0.0885059
-0.00767606,-0.073301
-0.00635734,-0.0607082
-0.00526518,-0.0502787
-0.00436064,-0.0416411
-0.0036115,-0.0344873
-0.00299106,-0.0285625
0.0159961,0.152751
0.013248,0.126509
0.010972,0.104775
0.0090871,0.0867754
0.00752597,0.0718677
0.00623304,0.0595211
0.00516223,0.0492957
0.0221773,0.211778
0.0183673,0.175395
0.0152119,0.145263
0.0125986,0.120307
0.0104342,0.0996391
0.0265436,0.253472
0.0219835,0.209927
0.0182068,0.173862
0.015079,0.143993
0.0309617,0.295663
0.0256426,0.244869
0.0212373,0.202802
0.0175888,0.167961
0.0145672,0.139106
0.0120646,0.115208
0.00999193,0.0954159
0.00827536,0.0790239
0.00685369,0.0654479
0.00567625,0.0542042
0.0047011,0.0448922
0.00389347,0.0371799
0.00322459,0.0307925
0.00267062,0.0255025
-0.0162614,-0.155285
-0.0134678,-0.128608
-0.0111541,-0.106514
-0.00923786,-0.0882151
-0.00765083,-0.0730601
-0.00633645,-0.0605087
-0.00524788,-0.0501135
-0.00434631,-0.0415042
-0.0215016,-0.205325
-0.0178077,-0.170051
-0.0147484,-0.140837
-0.0122147,-0.116642
-0.0101163,-0.0966031
-0.00837833,-0.0800071
-0.0254122,-0.242669
-0.0210465,-0.200979
-0.0174308,-0.166452
-0.0144363,-0.137856
-0.0119562,-0.114173
-0.00990215,-0.0945586
-0.008201,-0.0783138
-0.00679211,-0.0648598
-0.00562525,-0.0537172
-0.00465886,-0.0444888
-0.00385848,-0.0368458
-0.00319561,-0.0305159
-0.00264662,-0.0252734
-0.00219194,-0.0209315
-0.00181538,-0.0173356
-0.0015035,-0.0143574
-0.00124521,-0.0118908
-0.00103128,-0.00984804
-0.000854114,-0.00815619
-0.000707381,-0.00675499
-0.000585856,-0.00559451
-0.000485208,-0.0046334
-0.000401852,-0.0038374
-0.000332815,-0.00317815
-0.000275639,-0.00263216
-0.000228285,-0.00217996
-0.000189067,-0.00180546
-0.000156586,-0.00149529
-0.000129685,-0.0012384
-0.000107406,-0.00102565
-8.89539e-05,-0.000849447
-7.3672e-05,-0.000703516
-6.10155e-05,-0.000582655
-5.05333e-05,-0.000482557
-4.18519e-05,-0.000399656
-3.46619e-05,-0.000330997
-2.87071e-05,-0.000274133
-2.37753e-05,-0.000227038
-1.96908e-05,-0.000188034
-0.0184896,-0.176562
-0.0153131,-0.14623
-0.0126824,-0.121108
-0.0105036,-0.100302
-0.00869914,-0.0830707
-0.00720467,-0.0687995
-0.00596693,-0.05698
-0.00494184,-0.0471911
-0.0219948,-0.210035
-0.0182162,-0.173952
-0.0150867,-0.144067
-0.0124949,-0.119317
-0.0288216,-0.275226
-0.0238701,-0.227943
-0.0197694,-0.188783
-0.0163731,-0.156351
-0.0135602,-0.129491
-0.0112306,-0.107245
-0.00930127,-0.0888205
-0.00770335,-0.0735615
-0.00637994,-0.060924
-0.0052839,-0.0504575
-0.00437615,-0.0417891
-0.00362434,-0.0346099
-0.00300169,-0.0286641
-0.00248602,-0.0237397
-0.0205322,-0.196068
-0.0170048,-0.162384
-0.0140835,-0.134487
-0.011664,-0.111383
-0.00966017,-0.0922479
-0.0080006,-0.0764001
-0.00662613,-0.0632749
-0.00548779,-0.0524045
-0.00454501,-0.0434016
-0.00376419,-0.0359454
-0.00311752,-0.0297701
-0.00258194,-0.0246558
-0.0206116,-0.196827
-0.0170706,-0.163013
-0.014138,-0.135008
-0.0117091,-0.111814
-0.00969756,-0.0926048
-0.00803156,-0.0766957
-0.00665177,-0.0635197
-0.00550902,-0.0526073
-0.0045626,-0.0435696
-0.022252,-0.212491
-0.0184292,-0.175986
-0.0152632,-0.145752
-0.012641,-0.120713
-0.0104693,-0.0999748
-0.00867075,-0.0827996
-0.00718115,-0.0685749
-0.00594746,-0.0567941
-0.00492571,-0.0470371
-0.00407949,-0.0389563
-0.0218519,-0.20867
-0.0180978,-0.172822
-0.0149887,-0.143132
-0.0124137,-0.118542
-0.0102811,-0.0981772
-0.0269881,-0.257717
-0.0223517,-0.213443
-0.0185117,-0.176774
-0.0153315,-0.146405
-0.0126976,-0.121253
-0.0105162,-0.100422
-0.00870957,-0.0831703
-0.0072133,-0.068882
-0.00597409,-0.0570483
-0.00494776,-0.0472477
-0.00409776,-0.0391307
-0.021867,-0.208815
-0.0181104,-0.172941
-0.0149991,-0.143231
-0.0124223,-0.118624
-0.0102882,-0.0982451
-0.00852074,-0.081367
-0.00705691,-0.0673885
-0.00584456,-0.0558114
-0.00484049,-0.0462233
-0.00400891,-0.0382823
-0.0033202,-0.0317056
-0.0027498,-0.0262587
-0.0022774,-0.0217476
-0.00188615,-0.0180114
-0.00156212,-0.0149171
-0.00129375,-0.0123544
-0.00107149,-0.010232
-0.000887414,-0.00847418
-0.00073496,-0.00701835
-0.000608697,-0.00581263
-0.000504125,-0.00481404
-0.0188908,-0.180394
-0.0156454,-0.149403
-0.0129576,-0.123736
-0.0107315,-0.102479
-0.00888791,-0.0848732
-0.007361,-0.0702924
-0.00609641,-0.0582165
-0.00504907,-0.0482151
-0.00418166,-0.0399319
-0.00346327,-0.0330718
-0.0028683,-0.0273902
-0.00237553,-0.0226847
-0.00196743,-0.0187875
-0.00162943,-0.0155599
-0.0198228,-0.189293
-0.0164173,-0.156774
-0.0135969,-0.129841
-0.011261,-0.107534
-0.0272283,-0.260011
-0.0225506,-0.215342
-0.0186765,-0.178348
-0.015468,-0.147708
-0.0128106,-0.122333
-0.0106098,-0.101316
-0.0087871,-0.0839106
-0.00727751,-0.0694951
-0.00602726,-0.0575561
-0.00499181,-0.0476682
-0.0220362,-0.21043
-0.0182504,-0.174279
-0.0151151,-0.144338
-0.0125184,-0.119542
-0.0103678,-0.099005
-0.00858664,-0.0819963
-0.00711149,-0.0679097
-0.00588976,-0.0562431
-0.00487793,-0.0465808
-0.00403992,-0.0385784
-0.00334588,-0.0319508
-0.00277107,-0.0264618
-0.00229501,-0.0219158
-0.00190074,-0.0181507
-0.0015742,-0.0150325
-0.00130376,-0.01245
-0.00107978,-0.0103111
-0.000894277,-0.00853971
-0.000740644,-0.00707263
-0.000613404,-0.00585758
-0.000508024,-0.00485127
-0.000420748,-0.00401784
-0.000348465,-0.0033276
-0.0002886,-0.00275593
-0.00023902,-0.00228247
-0.000197957,-0.00189035
-0.000163949,-0.0015656
-0.000135783,-0.00129663
-0.000112456,-0.00107388
-9.31367e-05,-0.00088939
-7.71362e-05,-0.000736597
-6.38846e-05,-0.000610053
-0.0179548,-0.171456
-0.0148703,-0.142001
-0.0123156,-0.117606
-0.0101998,-0.0974014
-0.00844756,-0.0806682
-0.0069963,-0.0668098
-0.00579437,-0.0553321
-0.00479892,-0.0458263
-0.00397448,-0.0379535
-0.00329168,-0.0314333
-0.00272619,-0.0260332
-0.00225784,-0.0215608
-0.00186995,-0.0178567
-0.0015487,-0.014789
-0.00128264,-0.0122483
-0.00106229,-0.0101441
-0.000879792,-0.0084014
-0.000728647,-0.00695807
-0.000603469,-0.0057627
-0.000499796,-0.0047727
-0.000413933,-0.00395277
-0.000342821,-0.0032737
-0.000283926,-0.00271129
-0.000235148,-0.0022455
-0.000194751,-0.00185973
-0.000161293,-0.00154024
-0.000133584,-0.00127563
-0.000110635,-0.00105648
-9.16282e-05,-0.000874985
-7.58868e-05,-0.000724666
-6.28498e-05,-0.000600171
-5.20525e-05,-0.000497064
-4.31101e-05,-0.000411671
-3.57039e-05,-0.000340948
-2.95702e-05,-0.000282374
-2.44901e-05,-0.000233863
-2.02828e-05,-0.000193687
-1.67983e-05,-0.000160412
-1.39124e-05,-0.000132854
-1.15223e-05,-0.00011003
