ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
0.186971,-0.2554,-0.0428251,0.163129,-0.255743,-0.0497585,0.176935,-0.257277,-0.0497585,0.1269,0.066,-0.0498,-0.0535078,0.0515636,0.115386,0.173333
0.186434,-0.255152,-0.0423856,0.162746,-0.25536,-0.0492791,0.176552,-0.256894,-0.0492791,0.114,0.051,-0.0459,-0.0607619,0.0479605,0.109475,0.173667
0.185898,-0.254905,-0.0419479,0.162218,-0.254928,-0.048656,0.176024,-0.256462,-0.048656,0.1188,0.057,-0.0609,-0.0532779,0.0399472,0.098539,0.174
0.185363,-0.254658,-0.041512,0.163369,-0.254593,-0.0481766,0.175641,-0.256127,-0.0481766,0.117,0.0558,-0.0549,0.0433239,0.0484685,0.0958268,0.174333
0.184829,-0.254413,-0.0410778,0.16289,-0.254161,-0.0475534,0.175161,-0.255695,-0.0475534,0.1059,0.0438,-0.0579,-0.0440125,0.0373584,0.0881233,0.174667
0.184295,-0.254169,-0.0406454,0.162506,-0.253826,-0.047074,0.174778,-0.25536,-0.047074,0.1038,0.0399,-0.0618,-0.0502765,0.0444253,0.0875572,0.175
0.183763,-0.253925,-0.0402147,0.162075,-0.253538,-0.0464509,0.174347,-0.255072,-0.0464509,0.0939,0.042,0,-0.0478191,0.0499043,0.0862646,0.175333
0.183231,-0.253683,-0.0397858,0.161691,-0.253155,-0.0459235,0.173963,-0.254689,-0.0459235,0.096,0.042,-0.0078,-0.0529118,0.0400645,0.085646,0.175667
0.1827,-0.253442,-0.0393586,0.161212,-0.252771,-0.0452045,0.173484,-0.254305,-0.0452045,0.0858,0.042,-0.0519,-0.0510324,0.038988,0.0833502,0.176
0.18217,-0.253201,-0.0389332,0.160876,-0.252436,-0.0446772,0.173148,-0.25397,-0.0446772,0.093,0.0528,-0.045,-0.0618821,0.043223,0.0875203,0.176333
0.181641,-0.252962,-0.0385094,0.160541,-0.252148,-0.0441499,0.172813,-0.253682,-0.0441499,0.0789,0.0498,-0.0519,-0.0640899,0.0456274,0.0850806,0.176667
0.181113,-0.252724,-0.0380875,0.160205,-0.251908,-0.0436226,0.172477,-0.253442,-0.0436226,0.0849,0.033,-0.054,-0.0658034,0.0504418,0.0893688,0.177
0.180586,-0.252488,-0.0376672,0.159774,-0.251525,-0.0429035,0.172046,-0.253059,-0.0429035,0.0828,0.0489,-0.0579,-0.0608265,0.0363289,0.0875107,0.177333
0.18006,-0.252252,-0.0372486,0.159438,-0.251285,-0.0423283,0.17171,-0.252819,-0.0423283,0.0858,0.0459,-0.0609,-0.0666976,0.0489385,0.0915327,0.177667
0.179535,-0.252018,-0.0368318,0.159103,-0.250998,-0.0418489,0.171374,-0.252532,-0.0418489,0.0879,0.045,-0.0618,-0.0675169,0.0432465,0.0943427,0.178
0.179011,-0.251784,-0.0364166,0.158815,-0.250758,-0.0413695,0.171087,-0.252292,-0.0413695,0.0849,0.0399,-0.0579,-0.0715071,0.0459218,0.0958787,0.178333
0.178488,-0.251552,-0.0360032,0.159965,-0.25047,-0.0408422,0.170703,-0.252004,-0.0408422,0.0948,0.042,-0.066,0.0399756,0.0406514,0.0959545,0.178667
0.177966,-0.251322,-0.0355914,0.159534,-0.250135,-0.0402191,0.170272,-0.251669,-0.0402191,0.093,0.042,-0.0678,-0.0492152,0.0344931,0.0951422,0.179
0.177445,-0.251092,-0.0351813,0.159294,-0.249991,-0.0398356,0.170032,-0.251525,-0.0398356,0.09,0.0429,-0.066,-0.0638456,0.0514477,0.095568,0.179333
0.176925,-0.250864,-0.0347729,0.159007,-0.249799,-0.0395,0.169745,-0.251333,-0.0395,0.0978,0.0438,-0.0408,-0.0623335,0.0484556,0.095426,0.179667
0.176406,-0.250637,-0.0343661,0.158767,-0.249607,-0.0392124,0.169505,-0.251141,-0.0392124,0.0909,0.036,0.0009,-0.0678954,0.0489669,0.0971784,0.18
0.175888,-0.250411,-0.0339611,0.158431,-0.249416,-0.038733,0.169169,-0.25095,-0.038733,0.0918,0.0369,-0.0519,-0.0640181,0.0485101,0.0941126,0.180333
0.175371,-0.250187,-0.0335576,0.158192,-0.249224,-0.0383975,0.16893,-0.250758,-0.0383975,0.0909,0.0519,-0.069,-0.0740062,0.0506978,0.0938229,0.180667
0.174855,-0.249964,-0.0331558,0.157904,-0.249032,-0.038014,0.168642,-0.250566,-0.038014,0.0978,0.042,-0.0639,-0.07373,0.0503463,0.0943711,0.181
0.17434,-0.249742,-0.0327557,0.159151,-0.247306,-0.0376305,0.168354,-0.250374,-0.0376305,0.096,0.0489,-0.0678,-0.140202,0.0802324,0.0912619,0.181333
0.173826,-0.249522,-0.0323571,0.158911,-0.247115,-0.0372949,0.168115,-0.250183,-0.0372949,0.084,0.045,-0.072,-0.0595624,-0.0363045,-0.167741,0.181667
0.173313,-0.249303,-0.0319602,0.158623,-0.246923,-0.0369114,0.167827,-0.249991,-0.0369114,0.0858,0.0489,-0.0708,-0.0594381,0.0791714,-0.0274297,0.182
0.172801,-0.249085,-0.0315649,0.158384,-0.246731,-0.0365759,0.167587,-0.249799,-0.0365759,0.0939,0.0618,-0.1059,-0.0652169,0.0791433,-0.0045276,0.182333
0.17229,-0.248869,-0.0311712,0.158096,-0.246587,-0.0361924,0.1673,-0.249655,-0.0361924,-0.0198,0.0228,-0.111,-0.0636033,0.0833583,0.00949517,0.182667
0.171781,-0.248654,-0.0307791,0.157856,-0.246444,-0.0358089,0.16706,-0.249512,-0.0358089,-0.1008,0.0009,-0.0429,-0.0687957,0.0849891,0.0398812,0.183
0.171272,-0.248441,-0.0303886,0.157569,-0.246204,-0.0354733,0.166772,-0.249272,-0.0354733,-0.0078,0.081,-0.0558,-0.0666497,0.0754776,0.0713755,0.183333
0.170765,-0.248229,-0.0299997,0.157281,-0.246012,-0.0351377,0.166485,-0.24908,-0.0351377,0.0039,0.087,-0.0669,-0.0690103,0.0807077,0.107524,0.183667
0.170258,-0.248018,-0.0296123,0.156993,-0.24582,-0.0348501,0.166197,-0.248888,-0.0348501,0.018,0.084,-0.066,-0.0713426,0.0789431,0.131528,0.184
0.169753,-0.247809,-0.0292265,0.15661,-0.245629,-0.0346104,0.165814,-0.248697,-0.0346104,0.0528,0.072,-0.0669,-0.0665634,0.0768517,0.157387,0.184333
0.169249,-0.247601,-0.0288422,0.157856,-0.245437,-0.0344187,0.165526,-0.248505,-0.0344187,0.0909,0.0699,-0.0678,-0.0556141,0.0734885,0.168974,0.184667
0.168746,-0.247394,-0.0284595,0.157569,-0.245245,-0.0342749,0.165238,-0.248313,-0.0342749,0.12,0.0759,-0.0678,-0.0599911,-0.0440667,0.0421981,0.185
0.168243,-0.247189,-0.0280783,0.157185,-0.244958,-0.034179,0.164855,-0.248026,-0.034179,0.1518,0.075,-0.066,-0.055844,0.0586763,0.113571,0.185333
0.167743,-0.246986,-0.0276986,0.156897,-0.244718,-0.0340352,0.164567,-0.247786,-0.0340352,0.1578,0.0669,-0.0618,-0.0648808,0.0604927,0.117686,0.185667
0.167243,-0.246784,-0.0273205,0.156562,-0.244478,-0.0339393,0.164232,-0.247546,-0.0339393,0.1008,0.0159,-0.0558,-0.0634142,0.0579916,0.119103,0.186
0.166744,-0.246583,-0.0269438,0.156274,-0.244191,-0.0337955,0.163944,-0.247259,-0.0337955,0.0588,0.0039,-0.0549,-0.0689279,0.0512488,0.121213,0.186333
0.166246,-0.246384,-0.0265686,0.155987,-0.243951,-0.0336038,0.163657,-0.247019,-0.0336038,0.126,0.0549,-0.0609,-0.07154,0.0579144,0.125704,0.186667
0.16575,-0.246186,-0.026195,0.155651,-0.243663,-0.0333641,0.163321,-0.246731,-0.0333641,0.1188,0.0609,-0.0669,-0.0703509,0.0539761,0.126434,0.187
0.165255,-0.24599,-0.0258228,0.156802,-0.243376,-0.0331723,0.162938,-0.246444,-0.0331723,0.1119,0.0519,-0.066,-0.0501948,0.0557511,0.126078,0.187333
0.16476,-0.245795,-0.025452,0.156514,-0.243088,-0.0329326,0.16265,-0.246156,-0.0329326,0.1239,0.0459,-0.0699,-0.0596472,-0.0631059,-0.00628302,0.187667
0.164267,-0.245601,-0.0250827,0.156178,-0.242848,-0.032645,0.162314,-0.245916,-0.032645,0.1239,0.0498,-0.0759,-0.0589699,0.0565379,0.0601479,0.188
0.163775,-0.245409,-0.0247149,0.155843,-0.242513,-0.0323574,0.161979,-0.245581,-0.0323574,0.1218,0.054,-0.0588,-0.0610229,0.0461528,0.0656637,0.188333
0.163284,-0.245218,-0.0243484,0.155555,-0.242273,-0.0320698,0.161691,-0.245341,-0.0320698,0.0519,0.003,-0.051,-0.0652974,0.0520779,0.0720295,0.188667
0.162795,-0.245029,-0.0239834,0.15522,-0.241985,-0.0316863,0.161356,-0.245053,-0.0316863,0.03,-0.0018,-0.0609,-0.0646041,0.0457619,0.0800671,0.189
0.162306,-0.244841,-0.0236199,0.154884,-0.241698,-0.0313987,0.16102,-0.244766,-0.0313987,0.0699,0.0408,-0.0588,-0.0657991,0.0484634,0.0936138,0.189333
0.161818,-0.244655,-0.0232577,0.154596,-0.241506,-0.0310631,0.160732,-0.244574,-0.0310631,0.069,0.0438,-0.0639,-0.07161,0.0585232,0.108047,0.189667
0.161332,-0.24447,-0.0228969,0.154309,-0.241266,-0.0306796,0.160445,-0.244334,-0.0306796,0.0768,0.051,-0.063,-0.0736439,0.0539781,0.114374,0.19
0.160847,-0.244286,-0.0225374,0.153973,-0.241075,-0.030392,0.160109,-0.244143,-0.030392,0.084,0.0459,-0.0648,-0.0727979,0.0579668,0.122148,0.190333
0.160363,-0.244104,-0.0221794,0.153686,-0.240835,-0.0301044,0.159822,-0.243903,-0.0301044,0.1029,0.054,-0.0669,-0.0771887,0.0522903,0.128995,0.190667
0.15988,-0.243923,-0.0218227,0.153446,-0.240595,-0.0298168,0.159582,-0.243663,-0.0298168,0.111,0.057,-0.0699,-0.0819081,0.047926,0.132082,0.191
0.159398,-0.243744,-0.0214673,0.154692,-0.240404,-0.0295771,0.159294,-0.243472,-0.0295771,0.1188,0.051,-0.0708,-0.0613921,0.0509196,0.130318,0.191333
0.158917,-0.243566,-0.0211133,0.154357,-0.240164,-0.0292415,0.158959,-0.243232,-0.0292415,0.123,0.0519,-0.0699,-0.0614233,-0.0722858,-0.00701064,0.191667
0.158438,-0.243389,-0.0207606,0.154069,-0.239972,-0.0289539,0.158671,-0.24304,-0.0289539,0.1278,0.0489,-0.0789,-0.0661069,0.0473223,0.0638728,0.192
0.157959,-0.243214,-0.0204092,0.153782,-0.239732,-0.0286663,0.158384,-0.2428,-0.0286663,0.1269,0.0459,-0.0678,-0.0677219,0.040193,0.0684911,0.192333
0.157482,-0.24304,-0.0200591,0.153494,-0.239541,-0.0283786,0.158096,-0.242609,-0.0283786,0.0609,0.0009,-0.057,-0.0696467,0.0442805,0.0743642,0.192667
0.157006,-0.242868,-0.0197103,0.153206,-0.239397,-0.028091,0.157808,-0.242465,-0.028091,0.0129,-0.0198,-0.0618,-0.0714797,0.0493822,0.0819685,0.193
0.15653,-0.242697,-0.0193627,0.152967,-0.239157,-0.0278034,0.157569,-0.242225,-0.0278034,0.054,0.024,-0.0639,-0.0765424,0.0418489,0.0939464,0.193333
0.156056,-0.242527,-0.0190164,0.152679,-0.238965,-0.0275158,0.157281,-0.242033,-0.0275158,0.0708,0.045,-0.0678,-0.0753553,0.049525,0.109357,0.193667
0.155584,-0.242358,-0.0186714,0.152391,-0.238774,-0.0272282,0.156993,-0.241842,-0.0272282,0.0789,0.0498,-0.0708,-0.0779513,0.051618,0.11583,0.194
0.155112,-0.242191,-0.0183276,0.153638,-0.238582,-0.0268926,0.156706,-0.24165,-0.0268926,0.087,0.0348,-0.0738,-0.0597442,0.0511846,0.121662,0.194333
0.154641,-0.242025,-0.0179851,0.153398,-0.238486,-0.0267009,0.156466,-0.241554,-0.0267009,0.0948,0.0459,-0.0738,-0.0676764,-0.0555973,-0.00480498,0.194667
0.154172,-0.241861,-0.0176438,0.15311,-0.238294,-0.0264132,0.156178,-0.241362,-0.0264132,0.111,0.0519,-0.0738,-0.0666275,0.0519642,0.0715712,0.195
0.153703,-0.241697,-0.0173036,0.152823,-0.238151,-0.0261256,0.155891,-0.241218,-0.0261256,0.1158,0.0489,-0.0759,-0.0692184,0.0542048,0.0796396,0.195333
0.153236,-0.241535,-0.0169647,0.152583,-0.238007,-0.0258859,0.155651,-0.241075,-0.0258859,0.0879,0.0219,-0.0579,-0.0736197,0.0535461,0.0886838,0.195667
0.15277,-0.241374,-0.016627,0.152248,-0.237815,-0.0255983,0.155316,-0.240883,-0.0255983,0.033,0.0099,-0.0639,-0.069752,0.0484937,0.0959413,0.196
0.152305,-0.241215,-0.0162904,0.15196,-0.237671,-0.0253107,0.155028,-0.240739,-0.0253107,0.078,0.045,-0.0729,-0.0744437,0.0529282,0.109997,0.196333
0.151841,-0.241057,-0.015955,0.151672,-0.237527,-0.0250231,0.15474,-0.240595,-0.0250231,0.0858,0.054,-0.075,-0.0761898,0.0549266,0.118641,0.196667
0.151378,-0.240899,-0.0156207,0.151433,-0.23585,-0.0248313,0.154501,-0.240451,-0.0248313,0.0918,0.0429,-0.0699,-0.164921,0.0848239,0.126105,0.197
0.150916,-0.240743,-0.0152875,0.151049,-0.235658,-0.0244958,0.154117,-0.24026,-0.0244958,0.1068,0.0498,-0.072,-0.0703481,0.0777837,-0.000934846,0.197333
0.150455,-0.240589,-0.0149555,0.152248,-0.235514,-0.0241602,0.153782,-0.240116,-0.0241602,0.1128,0.054,-0.078,-0.0551271,0.0812777,0.0699334,0.197667
0.149996,-0.240435,-0.0146246,0.15196,-0.23537,-0.0239205,0.153494,-0.239972,-0.0239205,0.1239,0.0669,-0.1188,-0.0621079,-0.0371648,-0.0533555,0.198
0.149537,-0.240283,-0.0142948,0.151672,-0.235226,-0.0236329,0.153206,-0.239828,-0.0236329,0.063,0.081,-0.1248,-0.064172,0.0785243,0.021804,0.198333
0.14908,-0.240131,-0.0139661,0.151289,-0.235035,-0.0233453,0.152823,-0.239637,-0.0233453,0.033,0.0738,-0.0399,-0.0579089,0.068984,0.0421836,0.198667
0.148623,-0.239981,-0.0136384,0.151001,-0.234891,-0.0230576,0.152535,-0.239493,-0.0230576,0.0219,0.0189,-0.054,-0.0655186,0.0711505,0.0607221,0.199
0.148168,-0.239832,-0.0133118,0.150618,-0.234699,-0.0227221,0.152152,-0.239301,-0.0227221,0.003,0.0159,-0.0618,-0.0606179,0.0636793,0.0878184,0.199333
0.147714,-0.239684,-0.0129863,0.150282,-0.234459,-0.0224345,0.151816,-0.239061,-0.0224345,0.0249,0.075,-0.0678,-0.0656212,0.0570799,0.111754,0.199667
0.14726,-0.239537,-0.0126618,0.149947,-0.234268,-0.0221948,0.151481,-0.23887,-0.0221948,0.0558,0.072,-0.063,-0.0677734,0.0629599,0.132078,0.2
0.146808,-0.239391,-0.0123383,0.149563,-0.234076,-0.0219551,0.151097,-0.238678,-0.0219551,0.081,0.063,-0.06,-0.066659,0.0613845,0.149915,0.200333
0.146357,-0.239246,-0.0120159,0.150618,-0.23374,-0.0216195,0.150618,-0.238342,-0.0216195,0.1128,0.0519,-0.0678,-0.0438694,0.0405061,0.155905,0.200667
0.145907,-0.239102,-0.0116944,0.150234,-0.233453,-0.0214278,0.150234,-0.238055,-0.0214278,0.1269,0.0579,-0.0669,-0.0523017,-0.072818,0.0231934,0.201
0.145458,-0.238959,-0.011374,0.149899,-0.233165,-0.021236,0.149899,-0.237767,-0.021236,0.138,0.063,-0.0678,-0.0576965,0.0406813,0.0907274,0.201333
0.14501,-0.238817,-0.0110545,0.149611,-0.232925,-0.0210443,0.149611,-0.237527,-0.0210443,0.15,0.0528,-0.0558,-0.0624726,0.0413404,0.0960381,0.201667
0.144563,-0.238676,-0.010736,0.149276,-0.232638,-0.0208046,0.149276,-0.23724,-0.0208046,0.0489,-0.018,-0.0459,-0.0618401,0.0342467,0.0937542,0.202
0.144117,-0.238536,-0.0104184,0.148892,-0.232302,-0.020517,0.148892,-0.236904,-0.020517,0.069,0.0018,-0.0609,-0.0607339,0.0283395,0.0972685,0.202333
0.143672,-0.238397,-0.0101018,0.148652,-0.232063,-0.0202773,0.148652,-0.236664,-0.0202773,0.1059,0.0348,-0.0639,-0.0709561,0.0404041,0.110416,0.202667
0.143228,-0.238259,-0.00978608,0.148269,-0.231775,-0.0198938,0.148269,-0.236377,-0.0198938,0.0849,0.036,-0.063,-0.0643534,0.0414922,0.112817,0.203
0.142785,-0.238121,-0.00947131,0.147981,-0.231535,-0.0195583,0.147981,-0.236137,-0.0195583,0.093,0.03,-0.063,-0.071612,0.043904,0.115465,0.203333
0.142343,-0.237985,-0.00915744,0.147646,-0.231248,-0.0192227,0.147646,-0.23585,-0.0192227,0.108,0.039,-0.0699,-0.0696943,0.0374513,0.115197,0.203667
0.141901,-0.237849,-0.00884448,0.147262,-0.231008,-0.0187433,0.147262,-0.23561,-0.0187433,0.1068,0.036,-0.066,-0.0677183,0.0393881,0.108455,0.204
0.141461,-0.237714,-0.00853239,0.146927,-0.230768,-0.0183598,0.146927,-0.23537,-0.0183598,0.1128,0.045,-0.0669,-0.0714055,0.0338658,0.107138,0.204333
0.141022,-0.237579,-0.00822118,0.146687,-0.230529,-0.0179763,0.146687,-0.23513,-0.0179763,0.1158,0.0399,-0.0648,-0.0782536,0.0294392,0.102884,0.204667
0.140584,-0.237446,-0.00791082,0.146447,-0.230385,-0.0176408,0.146447,-0.234987,-0.0176408,0.105,0.0348,-0.063,-0.0796762,0.0377189,0.1004,0.205
0.140147,-0.237313,-0.00760132,0.146255,-0.230241,-0.0174011,0.146255,-0.234843,-0.0174011,0.1029,0.033,-0.0678,-0.0848001,0.0364228,0.0994532,0.205333
0.13971,-0.237181,-0.00729265,0.146016,-0.230049,-0.0170655,0.146016,-0.234651,-0.0170655,0.1038,0.0348,-0.0759,-0.0832363,0.0307303,0.0988452,0.205667
0.139275,-0.23705,-0.00698482,0.145824,-0.229953,-0.01673,0.145824,-0.234555,-0.01673,0.0909,0.0288,-0.0738,-0.0887373,0.0406441,0.0952901,0.206
0.138841,-0.236919,-0.00667779,0.145632,-0.229762,-0.0164424,0.145632,-0.234363,-0.0164424,0.096,0.036,-0.0789,-0.0904442,0.0307848,0.0951747,0.206333
0.138407,-0.236789,-0.00637157,0.145393,-0.229618,-0.0161068,0.145393,-0.23422,-0.0161068,0.0999,0.0309,-0.084,-0.0892468,0.0356691,0.0951418,0.206667
0.137974,-0.23666,-0.00606614,0.145201,-0.229426,-0.0157233,0.145201,-0.234028,-0.0157233,0.0978,0.0279,-0.093,-0.0942192,0.0302721,0.0895125,0.207
0.137543,-0.236531,-0.00576149,0.144961,-0.229282,-0.0153877,0.144961,-0.233884,-0.0153877,0.0939,0.0288,-0.0879,-0.0920315,0.0353048,0.0895318,0.207333
0.137112,-0.236402,-0.00545761,0.144721,-0.229138,-0.0150042,0.144721,-0.23374,-0.0150042,0.0909,0.0318,-0.0879,-0.0935462,0.0352339,0.0893143,0.207667
0.136682,-0.236274,-0.0051545,0.144482,-0.228995,-0.0145728,0.144482,-0.233597,-0.0145728,0.0888,0.03,-0.0888,-0.0945684,0.0351594,0.0898445,0.208
0.136253,-0.236147,-0.00485212,0.14429,-0.228803,-0.0142852,0.14429,-0.233405,-0.0142852,0.0888,0.033,-0.093,-0.0988255,0.0299043,0.0900155,0.208333
0.135825,-0.23602,-0.00455049,0.14405,-0.228659,-0.0138058,0.14405,-0.233261,-0.0138058,0.087,0.0288,-0.093,-0.0973082,0.0341378,0.0859372,0.208667
0.135397,-0.235894,-0.00424958,0.143715,-0.228515,-0.0134703,0.143715,-0.233117,-0.0134703,0.087,0.0348,-0.093,-0.0910796,0.0340544,0.0898447,0.209
0.134971,-0.235768,-0.00394939,0.143475,-0.228371,-0.0130868,0.143475,-0.232973,-0.0130868,0.0948,0.033,-0.0978,-0.0990116,0.0339688,0.0926065,0.209333
0.134545,-0.235643,-0.00364991,0.143188,-0.228228,-0.0127512,0.143188,-0.23283,-0.0127512,0.0849,0.0309,-0.1059,-0.0965561,0.0338815,0.0893216,0.209667
0.13412,-0.235518,-0.00335111,0.142948,-0.228084,-0.0123677,0.142948,-0.232686,-0.0123677,0.0759,0.03,-0.0888,-0.100214,0.0328504,0.0925468,0.21
0.133696,-0.235393,-0.00305301,0.14266,-0.22794,-0.0119842,0.14266,-0.232542,-0.0119842,0.0888,0.0309,-0.0858,-0.0985817,0.0335462,0.0909317,0.210333
0.133273,-0.235269,-0.00275557,0.142373,-0.227844,-0.0116487,0.142373,-0.232446,-0.0116487,0.0948,0.0309,-0.105,-0.0993996,0.0386334,0.0933367,0.210667
0.13285,-0.235144,-0.0024588,0.142037,-0.2277,-0.0112172,0.142037,-0.232302,-0.0112172,0.087,0.0348,-0.093,-0.0969031,0.0332865,0.0920715,0.211
0.132429,-0.235021,-0.00216268,0.141701,-0.227556,-0.0108817,0.141701,-0.232158,-0.0108817,0.0888,0.03,-0.099,-0.0972764,0.0330398,0.090153,0.211333
0.132008,-0.234897,-0.00186721,0.141414,-0.227413,-0.0105461,0.141414,-0.232015,-0.0105461,0.0939,0.036,-0.0978,-0.100951,0.032794,0.0930147,0.211667
0.131588,-0.234774,-0.00157237,0.141126,-0.227317,-0.0102106,0.141126,-0.231919,-0.0102106,0.093,0.0339,-0.0978,-0.102225,0.0367842,0.0901071,0.212
0.131168,-0.234651,-0.00127815,0.140743,-0.227173,-0.00977913,0.140743,-0.231775,-0.00977913,0.09,0.0288,-0.0939,-0.096459,0.0320701,0.0893226,0.212333
0.13075,-0.234528,-0.000984543,0.140407,-0.227029,-0.00944357,0.140407,-0.231631,-0.00944357,0.093,0.0279,-0.096,-0.0997472,0.0316725,0.0888077,0.212667
0.130332,-0.234405,-0.000691543,0.140072,-0.226885,-0.00910801,0.140072,-0.231487,-0.00910801,0.0879,0.0369,-0.096,-0.0996718,0.0312778,0.0901987,0.213
0.129915,-0.234282,-0.000399137,0.139736,-0.226789,-0.00877245,0.139736,-0.231391,-0.00877245,0.0888,0.0318,-0.0849,-0.100491,0.0360633,0.0887048,0.213333
0.129498,-0.23416,-0.000107317,0.139401,-0.226646,-0.00843689,0.139401,-0.231248,-0.00843689,0.0849,0.033,-0.096,-0.101369,0.0313611,0.0911335,0.213667
0.129083,-0.234037,0.000183928,0.139017,-0.22655,-0.0080534,0.139017,-0.231152,-0.0080534,0.0879,0.0309,-0.102,-0.0980323,0.0361544,0.0895189,0.214
0.128668,-0.233915,0.000474606,0.138681,-0.226406,-0.00771784,0.138681,-0.231008,-0.00771784,0.0909,0.033,-0.093,-0.101775,0.0324033,0.0876466,0.214333
0.128253,-0.233793,0.000764726,0.138346,-0.226262,-0.00738228,0.138346,-0.230864,-0.00738228,0.0918,0.0339,-0.105,-0.1027,0.0312437,0.0883636,0.214667
0.12784,-0.23367,0.0010543,0.137914,-0.226166,-0.00699879,0.137914,-0.230768,-0.00699879,0.0879,0.0309,-0.0948,-0.0965855,0.0369946,0.0864784,0.215
0.127427,-0.233548,0.00134333,0.137531,-0.225975,-0.00666323,0.137531,-0.230576,-0.00666323,0.087,0.033,-0.0948,-0.0990446,0.026355,0.0849911,0.215333
0.127014,-0.233425,0.00163183,0.1371,-0.225879,-0.00627973,0.1371,-0.230481,-0.00627973,0.087,0.0309,-0.1059,-0.095734,0.0364326,0.0849342,0.215667
0.126603,-0.233303,0.00191981,0.136764,-0.225735,-0.00594418,0.136764,-0.230337,-0.00594418,0.0858,0.036,-0.096,-0.10191,0.0309835,0.0861919,0.216
0.126191,-0.23318,0.00220727,0.13638,-0.225591,-0.00565655,0.13638,-0.230193,-0.00565655,0.0798,0.033,-0.099,-0.0995039,0.0306414,0.084393,0.216333
0.125781,-0.233058,0.00249423,0.135949,-0.225495,-0.00527306,0.135949,-0.230097,-0.00527306,0.0789,0.0378,-0.0948,-0.0957611,0.0364267,0.0850906,0.216667
0.125371,-0.232935,0.00278068,0.135422,-0.225303,-0.00479369,0.135422,-0.229905,-0.00479369,0.0849,0.0288,-0.099,-0.0891755,0.0267662,0.0826027,0.217
0.124962,-0.232812,0.00306665,0.134942,-0.22516,-0.00436226,0.134942,-0.229762,-0.00436226,0.081,0.0348,-0.102,-0.091227,0.0309203,0.0839429,0.217333
0.124553,-0.232688,0.00335214,0.134559,-0.225064,-0.0040267,0.134559,-0.229666,-0.0040267,0.0798,0.033,-0.087,-0.0974952,0.0368888,0.0826012,0.217667
0.124145,-0.232565,0.00363715,0.134175,-0.22492,-0.00373908,0.134175,-0.229522,-0.00373908,0.081,0.0339,-0.0939,-0.0975881,0.0316475,0.0868169,0.218
0.123738,-0.232441,0.00392169,0.133792,-0.224824,-0.00340352,0.133792,-0.229426,-0.00340352,0.0768,0.0348,-0.0909,-0.0971955,0.0366932,0.0842173,0.218333
0.123331,-0.232317,0.00420578,0.133504,-0.224728,-0.0031159,0.133504,-0.22933,-0.0031159,0.0798,0.0279,-0.087,-0.104315,0.037435,0.0873836,0.218667
0.122925,-0.232192,0.00448941,0.133121,-0.224632,-0.00287621,0.133121,-0.229234,-0.00287621,0.081,0.0318,-0.102,-0.0981625,0.0381877,0.0898501,0.219
0.122519,-0.232068,0.0047726,0.132737,-0.224536,-0.00258859,0.132737,-0.229138,-0.00258859,0.081,0.0348,-0.0909,-0.0981777,0.0389517,0.0881194,0.219333
0.122114,-0.231943,0.00505534,0.132354,-0.224441,-0.00225303,0.132354,-0.229043,-0.00225303,0.084,0.0348,-0.102,-0.0986712,0.0397276,0.0912751,0.219667
0.121709,-0.231817,0.00533766,0.13197,-0.224345,-0.00196541,0.13197,-0.228947,-0.00196541,0.0819,0.039,-0.1029,-0.0987425,0.0395731,0.0886777,0.22
0.121304,-0.231691,0.00561955,0.131539,-0.224249,-0.00167779,0.131539,-0.228851,-0.00167779,0.0888,0.0318,-0.093,-0.0955028,0.0402167,0.0908967,0.220333
0.120901,-0.231565,0.00590103,0.131107,-0.224105,-0.00134223,0.131107,-0.228707,-0.00134223,0.087,0.0399,-0.0999,-0.0946545,0.0356961,0.0880281,0.220667
0.120497,-0.231438,0.00618209,0.130724,-0.224009,-0.00105461,0.130724,-0.228611,-0.00105461,0.0879,0.0408,-0.0939,-0.0975296,0.039738,0.0894855,0.221
0.120095,-0.231311,0.00646274,0.130292,-0.223913,-0.00076699,0.130292,-0.228515,-0.00076699,0.0918,0.0399,-0.0978,-0.0946995,0.0402649,0.0867273,0.221333
0.119692,-0.231183,0.006743,0.129909,-0.223817,-0.000431432,0.129909,-0.228419,-0.000431432,0.0909,0.0348,-0.099,-0.0976316,0.0398635,0.0864735,0.221667
0.11929,-0.231055,0.00702286,0.129526,-0.223722,-0.000143811,0.129526,-0.228323,-0.000143811,0.0888,0.036,-0.0888,-0.0976846,0.0412047,0.0854407,0.222
0.118889,-0.230926,0.00730233,0.129094,-0.223626,9.58738e-05,0.129094,-0.228228,9.58738e-05,0.0909,0.0378,-0.0978,-0.0944272,0.0417756,0.0852789,0.222333
0.118488,-0.230796,0.00758142,0.128711,-0.223482,0.000383495,0.128711,-0.228084,0.000383495,0.0888,0.0378,-0.0939,-0.0968694,0.0371848,0.0830142,0.222667
0.118087,-0.230666,0.00786013,0.128327,-0.223386,0.000671117,0.128327,-0.227988,0.000671117,0.087,0.0399,-0.0909,-0.0973335,0.0421014,0.0835231,0.223
0.117687,-0.230535,0.00813847,0.127896,-0.22329,0.000958738,0.127896,-0.227892,0.000958738,0.0849,0.0399,-0.0909,-0.0940686,0.0427198,0.0811511,0.223333
