ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
0.269988,-0.276149,-0.128028,0.228419,-0.274583,-0.132881,0.252963,-0.274583,-0.132881,0.1668,-0.024,-0.0639,-0.0782373,-0.0273962,0.207807,0.122667
0.26949,-0.276344,-0.127391,0.22794,-0.27487,-0.13245,0.252484,-0.27487,-0.13245,0.255,0.0258,-0.0819,-0.0782301,-0.0259572,0.194799,0.123
0.268991,-0.276531,-0.126754,0.227556,-0.275062,-0.132066,0.2521,-0.275062,-0.132066,0.2838,0.0579,-0.0738,-0.0839512,-0.0323248,0.174591,0.123333
0.268491,-0.276712,-0.126118,0.227029,-0.275254,-0.131587,0.251573,-0.275254,-0.131587,0.201,-0.012,-0.078,-0.0744181,-0.0360808,0.144889,0.123667
0.26799,-0.276885,-0.125481,0.226454,-0.275445,-0.130916,0.250998,-0.275445,-0.130916,0.177,-0.0228,-0.0738,-0.069717,-0.0422401,0.110589,0.124
0.267487,-0.277051,-0.124845,0.225975,-0.275541,-0.130292,0.250518,-0.275541,-0.130292,0.183,-0.0318,-0.0828,-0.0749111,-0.0501609,0.097411,0.124333
0.266983,-0.27721,-0.124209,0.225447,-0.275685,-0.129621,0.249991,-0.275685,-0.129621,0.1509,-0.0348,-0.0789,-0.0710236,-0.0425941,0.074764,0.124667
0.266478,-0.277362,-0.123573,0.22492,-0.275733,-0.128902,0.249464,-0.275733,-0.128902,0.12,-0.036,-0.0729,-0.0709485,-0.053512,0.0606548,0.125
0.265972,-0.277507,-0.122938,0.224488,-0.275829,-0.128327,0.249032,-0.275829,-0.128327,0.1008,-0.0459,-0.066,-0.0761377,-0.0467432,0.061465,0.125333
0.265464,-0.277645,-0.122302,0.223865,-0.275925,-0.127416,0.248409,-0.275925,-0.127416,0.0789,-0.0459,-0.0738,-0.0617639,-0.0444922,0.056126,0.125667
0.264956,-0.277776,-0.121667,0.223386,-0.275973,-0.126793,0.24793,-0.275973,-0.126793,0.072,-0.042,-0.069,-0.0720257,-0.0468368,0.063052,0.126
0.264446,-0.2779,-0.121032,0.222715,-0.276021,-0.125834,0.247259,-0.276021,-0.125834,0.0648,-0.0468,-0.0669,-0.0578111,-0.0452286,0.0687437,0.126333
0.263934,-0.278018,-0.120398,0.222044,-0.276117,-0.124924,0.246587,-0.276117,-0.124924,0.0618,-0.0438,-0.0699,-0.0549953,-0.0370774,0.0794994,0.126667
0.263422,-0.278129,-0.119764,0.221325,-0.276212,-0.124013,0.245868,-0.276212,-0.124013,0.0609,-0.0339,-0.0669,-0.0511723,-0.0345457,0.0902525,0.127
0.262909,-0.278233,-0.119131,0.22027,-0.276356,-0.122814,0.244814,-0.276356,-0.122814,0.0648,-0.0408,-0.0549,-0.0258317,-0.0265719,0.112499,0.127333
0.262394,-0.27833,-0.118497,0.219455,-0.276452,-0.121904,0.243999,-0.276452,-0.121904,0.081,-0.0378,-0.0489,-0.0391045,-0.0297106,0.117088,0.127667
0.261878,-0.278421,-0.117865,0.22027,-0.276596,-0.121184,0.24328,-0.276596,-0.121184,0.0858,-0.033,-0.0549,-0.0244778,-0.0243512,0.126634,0.128
0.261361,-0.278506,-0.117232,0.219455,-0.276692,-0.120417,0.242465,-0.276692,-0.120417,0.1128,-0.0348,-0.0288,-0.0186312,-0.144281,-0.000166924,0.128333
0.260843,-0.278584,-0.1166,0.218736,-0.276788,-0.119794,0.241746,-0.276788,-0.119794,0.1119,-0.0309,-0.033,-0.0242674,-0.0273936,0.0818476,0.128667
0.260324,-0.278655,-0.115969,0.218161,-0.276884,-0.119267,0.241171,-0.276884,-0.119267,0.1209,-0.0258,-0.0339,-0.033624,-0.0268433,0.0898572,0.129
0.259804,-0.27872,-0.115338,0.217586,-0.276979,-0.118788,0.240595,-0.276979,-0.118788,0.0648,-0.0528,-0.0219,-0.0353018,-0.0263303,0.096839,0.129333
0.259283,-0.278779,-0.114708,0.21701,-0.277075,-0.118308,0.24002,-0.277075,-0.118308,0.027,-0.0699,-0.0168,-0.0361426,-0.0249161,0.115177,0.129667
0.25876,-0.278832,-0.114078,0.216435,-0.277123,-0.117829,0.239445,-0.277123,-0.117829,0.0978,-0.0138,-0.0279,-0.0369963,-0.0257393,0.129041,0.13
0.258237,-0.278878,-0.113449,0.216004,-0.277219,-0.117445,0.239013,-0.277219,-0.117445,0.0999,-0.0249,-0.0399,-0.0487591,-0.0183755,0.14305,0.130333
0.257712,-0.278919,-0.112821,0.21538,-0.275781,-0.11687,0.23839,-0.277315,-0.11687,0.108,-0.021,-0.0348,-0.122074,0.0144156,0.150492,0.130667
0.257186,-0.278953,-0.112193,0.214853,-0.275877,-0.116439,0.237863,-0.277411,-0.116439,0.129,-0.024,-0.0429,-0.0402647,0.0138323,0.02886,0.131
0.25666,-0.278981,-0.111565,0.21447,-0.275925,-0.116103,0.237479,-0.277459,-0.116103,0.1308,-0.0198,-0.036,-0.0506945,0.00907001,0.103366,0.131333
0.256132,-0.279003,-0.110939,0.213847,-0.276021,-0.115576,0.236856,-0.277555,-0.115576,0.1479,-0.0129,-0.1059,-0.0371598,0.0136051,0.109859,0.131667
0.255603,-0.27902,-0.110313,0.213463,-0.276069,-0.115192,0.236473,-0.277603,-0.115192,0.1098,0.0018,-0.1068,-0.0521028,0.00939176,0.119649,0.132
0.255073,-0.27903,-0.109688,0.212984,-0.276117,-0.114761,0.235993,-0.277651,-0.114761,0.0429,0.006,-0.036,-0.0466834,0.00944559,0.12396,0.132333
0.254543,-0.279035,-0.109063,0.212504,-0.276164,-0.114282,0.235514,-0.277698,-0.114282,0.1089,0.0078,-0.0348,-0.0458638,0.00850572,0.136543,0.132667
0.254011,-0.279034,-0.108439,0.212025,-0.276164,-0.11385,0.235035,-0.277698,-0.11385,0.123,0.0039,-0.0468,-0.0466682,0.0031193,0.144389,0.133
0.253478,-0.279027,-0.107816,0.211641,-0.276212,-0.113467,0.234651,-0.277746,-0.113467,0.1119,0.006,-0.051,-0.0540464,0.00905137,0.151055,0.133333
0.252945,-0.279015,-0.107194,0.211162,-0.276164,-0.113035,0.234172,-0.277698,-0.113035,0.132,0.006,-0.0369,-0.049987,-0.000374349,0.158318,0.133667
0.25241,-0.278997,-0.106573,0.210683,-0.276164,-0.112556,0.233692,-0.277698,-0.112556,0.1419,0.0078,-0.0468,-0.0508158,0.00504199,0.156291,0.134
0.251875,-0.278974,-0.105952,0.210203,-0.276164,-0.112076,0.233213,-0.277698,-0.112076,0.1389,0.006,-0.0468,-0.0521055,0.00639253,0.15672,0.134333
0.251338,-0.278945,-0.105332,0.209724,-0.276117,-0.111597,0.232734,-0.277651,-0.111597,0.156,0.009,-0.057,-0.0534417,0.00375479,0.155621,0.134667
0.250801,-0.278911,-0.104713,0.209245,-0.276117,-0.111118,0.232254,-0.277651,-0.111118,0.147,0.003,-0.0468,-0.0538649,0.0110101,0.14718,0.135
0.250262,-0.278871,-0.104095,0.207135,-0.276069,-0.110495,0.231679,-0.277603,-0.110495,0.1539,0.0039,-0.0519,-0.0679995,0.00917359,0.14304,0.135333
0.249723,-0.278826,-0.103478,0.206656,-0.276069,-0.109967,0.2312,-0.277603,-0.109967,0.156,0.003,-0.0549,-0.0721035,0.132816,0.268833,0.135667
0.249183,-0.278776,-0.102862,0.206177,-0.276021,-0.10944,0.23072,-0.277555,-0.10944,0.1428,0.009,-0.0579,-0.0723109,0.0137067,0.187899,0.136
0.248643,-0.278721,-0.102247,0.205745,-0.276021,-0.108865,0.230289,-0.277555,-0.108865,0.1479,0.0048,-0.0579,-0.0754467,0.0213962,0.176263,0.136333
0.248101,-0.278661,-0.101632,0.205266,-0.275973,-0.108337,0.229809,-0.277507,-0.108337,0.1959,0.0558,-0.0699,-0.0729034,0.0179279,0.158254,0.136667
0.247558,-0.278596,-0.101019,0.20632,-0.275973,-0.107714,0.22933,-0.277507,-0.107714,0.2409,0.0828,-0.0729,-0.0538728,0.0229149,0.145246,0.137
0.247015,-0.278526,-0.100406,0.205793,-0.275925,-0.106995,0.228803,-0.277459,-0.106995,0.1578,0.009,-0.069,-0.0526044,-0.0983707,-0.0128536,0.137333
0.246471,-0.278451,-0.099795,0.205314,-0.275925,-0.106324,0.228323,-0.277459,-0.106324,0.1629,0.0138,-0.0729,-0.0555844,0.0230846,0.0374682,0.137667
0.245926,-0.278371,-0.0991846,0.20493,-0.275877,-0.105797,0.22794,-0.277411,-0.105797,0.1509,0.021,-0.0708,-0.0630788,0.0177306,0.0442382,0.138
0.24538,-0.278287,-0.0985752,0.204499,-0.275829,-0.105126,0.227509,-0.277363,-0.105126,0.0579,-0.015,-0.051,-0.0609803,0.0202298,0.0443289,0.138333
0.244834,-0.278198,-0.0979669,0.204019,-0.275781,-0.104407,0.227029,-0.277315,-0.104407,0.009,-0.0498,-0.0459,-0.058346,0.0221806,0.0507515,0.138667
0.244287,-0.278104,-0.0973597,0.20354,-0.275733,-0.103688,0.22655,-0.277267,-0.103688,0.0399,0.0069,-0.063,-0.0589731,0.0281356,0.0660852,0.139
0.243739,-0.278006,-0.0967536,0.203013,-0.275685,-0.102968,0.226022,-0.277219,-0.102968,0.0528,0.015,-0.0609,-0.0567471,0.0330656,0.089653,0.139333
0.24319,-0.277903,-0.0961485,0.202533,-0.275685,-0.102297,0.225543,-0.277219,-0.102297,0.051,0.0198,-0.0618,-0.0612276,0.0418315,0.102044,0.139667
0.242641,-0.277796,-0.0955446,0.202054,-0.275637,-0.101626,0.225064,-0.277171,-0.101626,0.0609,0.0198,-0.054,-0.061495,0.0394483,0.121275,0.14
0.242091,-0.277684,-0.0949418,0.201575,-0.275637,-0.101051,0.224584,-0.277171,-0.101051,0.0819,0.0258,-0.0579,-0.062649,0.0464678,0.134454,0.140333
0.24154,-0.277568,-0.0943402,0.200999,-0.275589,-0.10038,0.224009,-0.277123,-0.10038,0.099,0.0318,-0.06,-0.0572398,0.0429628,0.145068,0.140667
0.240989,-0.277448,-0.0937397,0.20052,-0.275589,-0.0998526,0.22353,-0.277123,-0.0998526,0.114,0.0378,-0.0639,-0.0642526,0.0486999,0.153836,0.141
0.240437,-0.277324,-0.0931405,0.199993,-0.275589,-0.0993253,0.223002,-0.277123,-0.0993253,0.1239,0.039,-0.0579,-0.06178,0.0489293,0.153004,0.141333
0.239885,-0.277196,-0.0925424,0.199226,-0.275541,-0.0985583,0.222235,-0.277075,-0.0985583,0.141,0.036,-0.0618,-0.0451589,0.0426294,0.147882,0.141667
0.239331,-0.277063,-0.0919455,0.198651,-0.275493,-0.097983,0.22166,-0.277027,-0.097983,0.15,0.042,-0.0549,-0.0565647,0.0438456,0.141343,0.142
0.238778,-0.276927,-0.0913499,0.197931,-0.275445,-0.0973119,0.220941,-0.276979,-0.0973119,0.1539,0.051,-0.0579,-0.0460586,0.0451207,0.131589,0.142333
0.238223,-0.276787,-0.0907555,0.197452,-0.27535,-0.0968325,0.220462,-0.276884,-0.0968325,0.1419,0.0429,-0.0528,-0.0606549,0.0403334,0.124443,0.142667
0.237669,-0.276643,-0.0901624,0.196973,-0.275302,-0.0963052,0.219982,-0.276836,-0.0963052,0.1398,0.0348,-0.0498,-0.0617698,0.0496491,0.117111,0.143
0.237113,-0.276495,-0.0895706,0.196589,-0.275206,-0.09573,0.219599,-0.27674,-0.09573,0.1428,0.0459,-0.0579,-0.0690807,0.0445014,0.114055,0.143333
0.236557,-0.276343,-0.0889801,0.196062,-0.275158,-0.0952986,0.219072,-0.276692,-0.0952986,0.1179,0.0408,-0.0579,-0.061198,0.0514119,0.11469,0.143667
0.236001,-0.276188,-0.0883908,0.195583,-0.275062,-0.0947233,0.218592,-0.276596,-0.0947233,0.1248,0.045,-0.0549,-0.0648331,0.0490403,0.105681,0.144
0.235444,-0.27603,-0.0878029,0.195103,-0.274966,-0.0941481,0.218113,-0.2765,-0.0941481,0.1128,0.0459,-0.0669,-0.0660743,0.051191,0.107817,0.144333
0.234886,-0.275867,-0.0872164,0.194672,-0.27487,-0.0936687,0.217681,-0.276404,-0.0936687,0.1158,0.0498,-0.0609,-0.070205,0.0516635,0.110388,0.144667
0.234329,-0.275702,-0.0866311,0.194192,-0.274774,-0.0930935,0.217202,-0.276308,-0.0930935,0.105,0.0468,-0.0588,-0.067671,0.0539125,0.104781,0.145
0.23377,-0.275533,-0.0860473,0.193809,-0.274678,-0.0925662,0.216819,-0.276212,-0.0925662,0.096,0.0498,-0.0618,-0.0750483,0.0563658,0.108721,0.145333
0.233212,-0.27536,-0.0854648,0.19333,-0.274535,-0.0919909,0.216339,-0.276069,-0.0919909,0.111,0.0519,-0.0618,-0.0695772,0.0519603,0.112354,0.145667
0.232652,-0.275185,-0.0848837,0.194432,-0.274439,-0.0913677,0.215908,-0.275973,-0.0913677,0.096,0.0528,-0.0678,-0.0541507,0.0578766,0.112199,0.146
0.232093,-0.275006,-0.084304,0.193953,-0.274343,-0.0908884,0.215428,-0.275877,-0.0908884,0.105,0.0528,-0.069,-0.0530688,-0.0551241,-0.0181926,0.146333
0.231533,-0.274824,-0.0837258,0.193425,-0.274199,-0.0903131,0.214901,-0.275733,-0.0903131,0.111,0.0498,-0.072,-0.0509525,0.0567835,0.0596151,0.146667
0.230973,-0.274639,-0.0831489,0.193042,-0.274103,-0.0898337,0.214518,-0.275637,-0.0898337,0.1098,0.0558,-0.0588,-0.0615308,0.0627259,0.0712019,0.147
0.230412,-0.274451,-0.0825735,0.192419,-0.273959,-0.0891626,0.213894,-0.275493,-0.0891626,0.021,0.0078,-0.0519,-0.0458921,0.0601771,0.0799632,0.147333
0.229851,-0.27426,-0.0819996,0.191987,-0.273816,-0.0886833,0.213463,-0.27535,-0.0886833,0.0048,0,-0.051,-0.0600764,0.0612109,0.0973389,0.147667
0.22929,-0.274066,-0.0814271,0.19146,-0.273672,-0.088156,0.212936,-0.275206,-0.088156,0.0639,0.0468,-0.063,-0.0553061,0.0641798,0.114435,0.148
0.228728,-0.27387,-0.0808561,0.190981,-0.273528,-0.0876287,0.212456,-0.275062,-0.0876287,0.0888,0.0639,-0.0579,-0.0600914,0.0675097,0.13406,0.148333
0.228166,-0.273671,-0.0802866,0.190453,-0.273384,-0.0871493,0.211929,-0.274918,-0.0871493,0.0888,0.057,-0.0579,-0.0578142,0.0711979,0.148489,0.148667
0.227604,-0.273469,-0.0797186,0.190022,-0.27324,-0.0867658,0.211498,-0.274774,-0.0867658,0.1008,0.0579,-0.054,-0.0654764,0.0705294,0.157298,0.149
0.227042,-0.273264,-0.0791521,0.189399,-0.273097,-0.0862385,0.210874,-0.27463,-0.0862385,0.132,0.0618,-0.0609,-0.0541903,0.0713139,0.160148,0.149333
0.226479,-0.273057,-0.0785871,0.189015,-0.272953,-0.0857591,0.210491,-0.274487,-0.0857591,0.1359,0.0699,-0.057,-0.070505,0.0710361,0.162954,0.149667
0.225916,-0.272848,-0.0780237,0.188488,-0.272857,-0.0854236,0.209964,-0.274391,-0.0854236,0.1518,0.0678,-0.0609,-0.0624962,0.0765991,0.1633,0.15
0.225353,-0.272636,-0.0774618,0.188009,-0.272713,-0.0849921,0.209484,-0.274247,-0.0849921,0.162,0.0669,-0.0519,-0.0664073,0.0716046,0.160772,0.150333
0.22479,-0.272421,-0.0769014,0.187433,-0.272521,-0.0845128,0.208909,-0.274055,-0.0845128,0.15,0.069,-0.063,-0.0608131,0.0673501,0.150168,0.150667
0.224227,-0.272205,-0.0763427,0.186954,-0.27233,-0.0840334,0.20843,-0.273864,-0.0840334,0.1659,0.0738,-0.0699,-0.0670934,0.0646129,0.140655,0.151
0.223663,-0.271986,-0.0757855,0.187961,-0.272138,-0.083554,0.207902,-0.273672,-0.083554,0.15,0.0708,-0.0639,-0.0452872,0.0661458,0.134863,0.151333
0.2231,-0.271765,-0.0752299,0.187481,-0.271994,-0.0830746,0.207423,-0.273528,-0.0830746,0.1458,0.066,-0.066,-0.0506657,-0.0442761,-0.00795466,0.151667
0.222536,-0.271542,-0.0746759,0.187098,-0.271802,-0.0826912,0.207039,-0.273336,-0.0826912,0.1428,0.057,-0.0639,-0.0587532,0.0676075,0.0630738,0.152
0.221972,-0.271317,-0.0741235,0.186618,-0.27161,-0.0821159,0.20656,-0.273144,-0.0821159,0.1248,0.0639,-0.0618,-0.0538795,0.0684894,0.0668753,0.152333
0.221408,-0.27109,-0.0735727,0.186139,-0.271419,-0.0815886,0.206081,-0.272953,-0.0815886,0.0609,0.0159,-0.0459,-0.0555658,0.0695698,0.0671792,0.152667
0.220844,-0.270861,-0.0730235,0.185564,-0.272713,-0.0809175,0.205505,-0.272713,-0.0809175,0.0288,0.0039,-0.0618,0.0331146,0.0361891,0.0812668,0.153
0.22028,-0.27063,-0.072476,0.185084,-0.272473,-0.0803422,0.205026,-0.272473,-0.0803422,0.0738,0.069,-0.054,-0.0615081,0.0418913,0.22384,0.153333
0.219716,-0.270397,-0.0719301,0.184605,-0.272234,-0.079767,0.204547,-0.272234,-0.079767,0.0678,0.072,-0.057,-0.0625921,0.0443712,0.173563,0.153667
0.219152,-0.270163,-0.0713859,0.184126,-0.272042,-0.0791918,0.204067,-0.272042,-0.0791918,0.0828,0.051,-0.012,-0.0628327,0.0523497,0.171752,0.154
0.218588,-0.269927,-0.0708433,0.183694,-0.27185,-0.0786645,0.203636,-0.27185,-0.0786645,0.1578,0.0348,-0.0108,-0.0682919,0.0525662,0.176524,0.154333
0.218024,-0.269689,-0.0703024,0.183263,-0.271658,-0.0781851,0.203205,-0.271658,-0.0781851,0.213,0.042,-0.0609,-0.0696564,0.0534201,0.167132,0.154667
0.21746,-0.26945,-0.0697632,0.182831,-0.271467,-0.0777057,0.202773,-0.271467,-0.0777057,0.165,0.0489,-0.0699,-0.0720156,0.0560111,0.158374,0.155
0.216896,-0.269209,-0.0692257,0.1824,-0.271323,-0.0772263,0.202342,-0.271323,-0.0772263,0.1629,0.0489,-0.0618,-0.074044,0.0620609,0.140604,0.155333
0.216333,-0.268967,-0.0686898,0.181873,-0.271131,-0.0766032,0.201814,-0.271131,-0.0766032,0.165,0.0519,-0.0648,-0.0690586,0.0603567,0.125299,0.155667
0.215769,-0.268723,-0.0681557,0.181585,-0.270939,-0.0761717,0.201527,-0.270939,-0.0761717,0.1668,0.054,-0.072,-0.0839716,0.0603058,0.117433,0.156
0.215205,-0.268478,-0.0676232,0.181154,-0.270796,-0.0756444,0.201095,-0.270796,-0.0756444,0.126,0.0528,-0.0759,-0.0771695,0.0670121,0.109146,0.156333
0.214642,-0.268232,-0.0670925,0.18077,-0.270604,-0.0750692,0.200712,-0.270604,-0.0750692,0.129,0.0618,-0.0678,-0.0809314,0.0623506,0.0965931,0.156667
0.214078,-0.267985,-0.0665635,0.180339,-0.27046,-0.0744939,0.20028,-0.27046,-0.0744939,0.114,0.0558,-0.0738,-0.0779097,0.0687596,0.096177,0.157
0.213515,-0.267736,-0.0660362,0.179955,-0.270268,-0.0739187,0.199897,-0.270268,-0.0739187,0.117,0.0618,-0.084,-0.082334,0.0647424,0.0899013,0.157333
0.212952,-0.267486,-0.0655106,0.179476,-0.270076,-0.0731517,0.199417,-0.270076,-0.0731517,0.0948,0.063,-0.0759,-0.0763073,0.0648896,0.0867094,0.157667
0.212389,-0.267236,-0.0649868,0.178901,-0.269885,-0.0722888,0.198842,-0.269885,-0.0722888,0.0999,0.066,-0.0759,-0.0692945,0.0648862,0.0844167,0.158
0.211827,-0.266984,-0.0644647,0.178373,-0.269645,-0.0715698,0.198315,-0.269645,-0.0715698,0.0909,0.0648,-0.081,-0.0716992,0.0595544,0.0880941,0.158333
0.211264,-0.266731,-0.0639444,0.177798,-0.269453,-0.0707069,0.19774,-0.269453,-0.0707069,0.0888,0.0618,-0.078,-0.0678575,0.0645046,0.0902439,0.158667
0.210702,-0.266477,-0.0634258,0.178805,-0.269166,-0.0700358,0.197212,-0.269166,-0.0700358,0.0888,0.063,-0.069,0.0352268,0.0538481,0.0962445,0.159
0.21014,-0.266223,-0.062909,0.178181,-0.268878,-0.0692209,0.196589,-0.268878,-0.0692209,0.0858,0.06,-0.069,-0.0495979,0.0535518,0.100534,0.159333
0.209578,-0.265968,-0.0623939,0.177654,-0.268638,-0.0685498,0.196062,-0.268638,-0.0685498,0.0849,0.0639,-0.0699,-0.0561319,0.0585928,0.107231,0.159667
0.209017,-0.265712,-0.0618806,0.177079,-0.268399,-0.0679266,0.195487,-0.268399,-0.0679266,0.0948,0.0519,-0.0048,-0.0532472,0.0585363,0.112804,0.16
0.208456,-0.265455,-0.0613691,0.176456,-0.268111,-0.0672075,0.194863,-0.268111,-0.0672075,0.0939,0.0438,-0.0189,-0.0514361,0.0542466,0.11801,0.160333
0.207895,-0.265198,-0.0608594,0.175833,-0.267823,-0.0665364,0.19424,-0.267823,-0.0665364,0.1089,0.0579,-0.0609,-0.0541942,0.0553714,0.118937,0.160667
0.207335,-0.26494,-0.0603514,0.175257,-0.267584,-0.0658653,0.193665,-0.267584,-0.0658653,0.1089,0.057,-0.0519,-0.059251,0.0601027,0.117354,0.161
0.206775,-0.264682,-0.0598452,0.17473,-0.267248,-0.065338,0.193138,-0.267248,-0.065338,0.117,0.054,-0.0549,-0.0630595,0.051107,0.118595,0.161333
0.206215,-0.264423,-0.0593408,0.174203,-0.266961,-0.0647148,0.19261,-0.266961,-0.0647148,0.1128,0.0519,-0.0558,-0.0639875,0.0551302,0.116781,0.161667
0.205656,-0.264164,-0.0588382,0.173723,-0.266721,-0.0641875,0.192131,-0.266721,-0.0641875,0.1209,0.0558,-0.0549,-0.0662917,0.0590716,0.113274,0.162
0.205097,-0.263904,-0.0583374,0.173196,-0.266481,-0.0635643,0.191604,-0.266481,-0.0635643,0.1089,0.0519,-0.0648,-0.0636009,0.0604236,0.10503,0.162333
0.204539,-0.263644,-0.0578384,0.174251,-0.266194,-0.0629891,0.191124,-0.266194,-0.0629891,0.1209,0.0429,-0.0609,-0.047109,0.0548668,0.100736,0.162667
0.203981,-0.263384,-0.0573412,0.173819,-0.265906,-0.0624618,0.190693,-0.265906,-0.0624618,0.1089,0.0609,-0.066,-0.0519268,-0.0602411,-0.0360135,0.163
0.203423,-0.263123,-0.0568458,0.17334,-0.265666,-0.0618865,0.190214,-0.265666,-0.0618865,0.1098,0.054,-0.057,-0.0498886,0.0608084,0.0332616,0.163333
0.202866,-0.262862,-0.0563522,0.17286,-0.265427,-0.0613113,0.189734,-0.265427,-0.0613113,0.099,0.0528,-0.0519,-0.050071,0.0612541,0.0409233,0.163667
0.202309,-0.262601,-0.0558604,0.172285,-0.265139,-0.0605443,0.189159,-0.265139,-0.0605443,-0.0159,-0.0159,-0.0498,-0.043901,0.0565337,0.04962,0.164
0.201753,-0.26234,-0.0553704,0.171806,-0.264851,-0.0599691,0.18868,-0.264851,-0.0599691,0.003,0.009,-0.0519,-0.0518843,0.0599048,0.0744032,0.164333
0.201197,-0.262079,-0.0548823,0.171279,-0.264612,-0.0592979,0.188152,-0.264612,-0.0592979,0.0369,0.063,-0.0498,-0.049485,0.0728556,0.105087,0.164667
0.200642,-0.261818,-0.0543959,0.170751,-0.26442,-0.0587227,0.187625,-0.26442,-0.0587227,0.0498,0.0498,-0.0498,-0.0503876,0.0785025,0.124684,0.165
0.200087,-0.261557,-0.0539113,0.170272,-0.262694,-0.0582913,0.187146,-0.264228,-0.0582913,0.0669,0.054,-0.0489,-0.138832,0.109941,0.138087,0.165333
0.199533,-0.261296,-0.0534286,0.169745,-0.262502,-0.0578119,0.186618,-0.264036,-0.0578119,0.1029,0.0738,-0.0468,-0.0492768,0.105698,0.0200653,0.165667
0.19898,-0.261035,-0.0529477,0.169313,-0.262311,-0.0574763,0.186187,-0.263845,-0.0574763,0.1239,0.0759,-0.0459,-0.0569736,0.103605,0.0927532,0.166
0.198427,-0.260775,-0.0524686,0.17032,-0.262167,-0.0570928,0.18566,-0.263701,-0.0570928,0.1329,0.0999,-0.1269,-0.0317717,0.107016,0.0990356,0.166333
0.197874,-0.260514,-0.0519913,0.169888,-0.261975,-0.0567573,0.185228,-0.263509,-0.0567573,0.045,0.1029,-0.0729,-0.0401918,-0.0188843,-0.033522,0.166667
0.197323,-0.260254,-0.0515158,0.169361,-0.261735,-0.0563259,0.184701,-0.263269,-0.0563259,0.0768,0.0978,-0.0399,-0.032657,0.0869134,0.0478984,0.167
0.196772,-0.259994,-0.0510421,0.168978,-0.261544,-0.0560382,0.184317,-0.263078,-0.0560382,0.1098,0.096,-0.0519,-0.043127,0.0907899,0.0713302,0.167333
0.196221,-0.259734,-0.0505703,0.168546,-0.261304,-0.0557027,0.183886,-0.262838,-0.0557027,0.0249,0.0399,-0.0249,-0.0424704,0.0844056,0.0825511,0.167667
0.195671,-0.259475,-0.0501002,0.168163,-0.261064,-0.0554151,0.183502,-0.262598,-0.0554151,0.0009,0.027,-0.0369,-0.0470313,0.0814035,0.101642,0.168
0.195122,-0.259216,-0.049632,0.167731,-0.260873,-0.0550795,0.183071,-0.262407,-0.0550795,0.0549,0.084,-0.0369,-0.0467455,0.0909671,0.119062,0.168333
0.194573,-0.258957,-0.0491656,0.167348,-0.260537,-0.0547919,0.182688,-0.262071,-0.0547919,0.084,0.0828,-0.0429,-0.0522597,0.0751887,0.137403,0.168667
0.194026,-0.258699,-0.048701,0.166964,-0.260249,-0.0545043,0.182304,-0.261783,-0.0545043,0.096,0.072,-0.0459,-0.0559103,0.0812988,0.147626,0.169
0.193478,-0.258441,-0.0482382,0.168115,-0.259962,-0.0542646,0.181921,-0.261496,-0.0542646,0.117,0.09,-0.0498,-0.0388668,0.0799484,0.152075,0.169333
0.192932,-0.258184,-0.0477772,0.167635,-0.259674,-0.053929,0.181441,-0.261208,-0.053929,0.1278,0.0819,-0.0519,-0.0367068,-0.0379404,0.0187073,0.169667
0.192386,-0.257928,-0.047318,0.167252,-0.259291,-0.0536414,0.181058,-0.260825,-0.0536414,0.144,0.0729,-0.0558,-0.0450069,0.065421,0.0917855,0.17
0.191841,-0.257672,-0.0468607,0.166916,-0.259051,-0.0533538,0.180722,-0.260585,-0.0533538,0.1458,0.0789,-0.0468,-0.0502347,0.0802609,0.094815,0.170333
0.191297,-0.257416,-0.0464051,0.166533,-0.258668,-0.0530661,0.180339,-0.260201,-0.0530661,0.0768,0.0048,-0.033,-0.0495751,0.0614477,0.0961647,0.170667
0.190754,-0.257162,-0.0459513,0.166149,-0.25838,-0.0527785,0.179955,-0.259914,-0.0527785,0.0378,0.0039,-0.036,-0.0512072,0.0720585,0.102647,0.171
0.190211,-0.256908,-0.0454993,0.165814,-0.258044,-0.052443,0.17962,-0.259578,-0.052443,0.096,0.0708,-0.0489,-0.0559976,0.0685463,0.114872,0.171333
0.189669,-0.256655,-0.0450492,0.165478,-0.257709,-0.0521074,0.179284,-0.259243,-0.0521074,0.096,0.078,-0.0489,-0.0582573,0.0716985,0.121077,0.171667
0.189128,-0.256402,-0.0446008,0.164951,-0.257277,-0.051628,0.178757,-0.258811,-0.051628,0.099,0.069,-0.0519,-0.047706,0.063388,0.126361,0.172
0.188587,-0.25615,-0.0441542,0.164471,-0.256942,-0.0511487,0.178277,-0.258476,-0.0511487,0.114,0.0708,-0.051,-0.0505318,0.0679234,0.124521,0.172333
0.188048,-0.2559,-0.0437094,0.163992,-0.256462,-0.0506693,0.177798,-0.257996,-0.0506693,0.1149,0.066,-0.0579,-0.0512737,0.0495422,0.124272,0.172667
0.187509,-0.25565,-0.0432663,0.163609,-0.256127,-0.0502379,0.177414,-0.257661,-0.0502379,0.117,0.0639,-0.0429,-0.0585916,0.0593068,0.117872,0.173
